ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99098_felt2___20260313-150110.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-150110

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 15:01:10
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 900
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99098,7448540896
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 901	: 1	: 	: 93	: 1	: 99098	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
26,0	1	99974,0	1	99973,0	23,8	159,1	-2,4	2000	NaN	NaN	C	174	72,0	71,7	56	59,3542293	24,7113815	6619812,12	1050921,22	71,8	325,5	False	NaN	154,7	_	66	NaN	_	NaN	NaN	_	NaN	71,8	23,8	-87,3	18,7	71,8	23,8	159,1	-2,4	325,5	71,8	20,2	-88,0	20,2	-19,3	20,2	159,8	-2,6	145,6	71,8	24,5	-87,3	19,4	71,8	24,5	159,1	-2,6	348,2	65,9	50,6	-79,9	43,5	-180,0	0,0	145,8	-2,6	0,0	71,8	13,5	-87,3	10,3	160,0	25,5	159,1	-2,4	236,5	71,8	23,8	-87,3	18,7	71,8	23,8	159,1	-2,4	325,5	
27,0	1	99973,0	1	99972,0	22,8	160,7	-2,1	2000	NaN	NaN	C	181	72,0	71,7	57	59,3542305	24,7113823	6619812,26	1050921,25	70,5	319,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	70,5	22,8	-90,1	18,0	70,5	22,8	160,7	-2,1	319,8	70,5	20,0	-90,7	20,0	-16,3	20,0	161,2	-2,3	146,6	70,5	23,0	-90,1	18,1	70,5	23,0	160,7	-2,3	324,5	66,4	48,9	-79,2	42,4	-179,4	0,0	145,6	-2,3	0,0	70,5	12,8	-90,1	9,8	161,5	24,0	160,7	-2,1	222,9	70,5	22,8	-90,1	18,0	70,5	22,8	160,7	-2,1	319,8	
28,0	1	99972,0	1	99971,0	22,6	161,0	-1,9	2000	NaN	NaN	C	187	72,0	71,7	57	59,3542317	24,7113831	6619812,40	1050921,27	72,3	320,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	72,3	22,6	-88,8	18,7	72,3	22,6	161,0	-1,9	320,6	71,6	19,5	-89,5	19,5	-8,0	19,5	161,1	-2,0	141,2	72,3	23,6	-88,8	19,8	72,3	23,6	161,0	-2,0	355,0	68,4	48,3	-81,4	43,8	-179,5	0,0	149,7	-2,0	0,0	71,6	12,4	-88,8	10,5	160,4	24,6	160,4	-1,9	233,8	72,3	22,6	-88,8	18,7	72,3	22,6	161,0	-1,9	320,6	
29,0	1	99971,0	1	99970,0	22,5	161,7	-1,8	2000	NaN	NaN	C	194	72,0	71,7	57	59,3542329	24,7113840	6619812,54	1050921,30	74,2	319,5	False	NaN	155,1	_	66	NaN	_	NaN	NaN	_	NaN	74,2	22,5	-87,5	18,6	74,2	22,5	161,7	-1,8	319,5	74,2	20,8	-87,5	20,8	-14,5	20,8	161,7	-2,0	157,8	74,2	22,5	-87,5	18,6	74,2	22,5	161,7	-2,0	319,7	68,9	47,7	-79,5	42,2	-180,0	0,0	148,4	-2,0	0,0	74,2	12,4	-87,5	10,3	160,4	23,0	161,7	-1,8	229,8	74,2	22,5	-87,5	18,6	74,2	22,5	161,7	-1,8	319,5	
30,0	1	99970,0	1	99969,0	23,0	165,3	-2,1	2000	NaN	NaN	C	201	72,0	71,7	56	59,3542341	24,7113848	6619812,68	1050921,33	73,7	323,1	False	NaN	155,1	_	67	NaN	_	NaN	NaN	_	NaN	73,7	23,0	-91,6	18,9	73,7	23,0	165,3	-2,1	323,1	73,7	19,9	-91,6	19,9	-11,6	19,9	165,3	-2,2	151,9	73,7	24,0	-91,6	19,8	73,7	24,0	165,3	-2,2	353,7	66,4	48,9	-82,7	43,2	-179,7	0,0	149,1	-2,2	0,0	73,7	12,8	-91,6	10,5	160,5	25,0	165,3	-2,1	235,9	73,7	23,0	-91,6	18,9	73,7	23,0	165,3	-2,1	323,1	
31,0	1	99969,0	1	99968,0	23,1	159,8	-2,1	2000	NaN	NaN	C	208	72,0	71,7	56	59,3542353	24,7113857	6619812,82	1050921,36	74,4	333,1	False	NaN	154,8	_	66	NaN	_	NaN	NaN	_	NaN	74,4	23,1	-85,4	19,9	74,4	23,1	159,8	-2,1	333,1	74,4	20,6	-88,8	20,6	-13,3	20,6	163,2	-2,2	154,5	74,4	23,8	-85,4	20,8	74,4	23,8	159,8	-2,2	358,0	67,6	49,2	-82,7	44,6	-179,5	0,0	150,4	-2,2	0,0	74,4	12,9	-85,4	11,0	161,5	24,4	159,8	-2,1	237,4	74,4	23,1	-85,4	19,9	74,4	23,1	159,8	-2,1	333,1	
32,0	1	99968,0	1	99967,0	23,5	165,8	-2,5	2000	NaN	NaN	C	215	72,0	71,7	56	59,3542365	24,7113865	6619812,96	1050921,39	73,7	333,9	False	NaN	154,8	_	66	NaN	_	NaN	NaN	_	NaN	73,7	23,5	-92,1	18,7	73,7	23,5	165,8	-2,5	333,9	73,0	20,2	-92,1	20,2	-13,9	20,2	165,1	-2,6	157,1	73,0	24,2	-92,1	19,5	73,0	24,2	165,1	-2,6	359,5	67,0	50,0	-85,2	43,1	-179,8	0,0	152,3	-2,6	0,0	73,0	12,9	-92,1	10,2	160,9	25,3	165,1	-2,5	236,8	73,7	23,5	-92,1	18,7	73,7	23,5	165,8	-2,5	333,9	
33,0	1	99967,0	1	99966,0	22,9	162,4	-2,2	2000	NaN	NaN	C	222	72,0	71,7	57	59,3542377	24,7113874	6619813,10	1050921,41	75,0	319,5	False	NaN	155,7	_	66	NaN	_	NaN	NaN	_	NaN	75,0	22,9	-87,4	18,0	75,0	22,9	162,4	-2,2	319,5	75,0	20,3	-92,2	20,3	-12,8	20,3	167,2	-2,4	162,7	75,0	22,9	-87,4	18,0	75,0	22,9	162,4	-2,4	319,6	67,1	47,8	-82,5	41,7	-179,5	0,0	149,6	-2,4	0,0	75,0	12,5	-87,4	9,9	159,8	24,0	162,4	-2,2	232,8	75,0	22,9	-87,4	18,0	75,0	22,9	162,4	-2,2	319,5	
34,0	1	99966,0	1	99965,0	22,9	161,2	-2,1	2000	NaN	NaN	C	229	72,0	71,7	57	59,3542389	24,7113882	6619813,24	1050921,44	72,9	319,6	False	NaN	155,7	_	67	NaN	_	NaN	NaN	_	NaN	72,9	22,9	-88,3	18,3	72,9	22,9	161,2	-2,1	319,6	72,9	19,8	-88,3	19,8	-9,9	19,8	161,2	-2,3	143,2	72,9	23,7	-88,3	19,0	72,9	23,7	161,2	-2,3	344,2	69,0	49,0	-80,8	43,5	-179,8	0,0	149,8	-2,3	0,0	72,9	13,0	-88,3	10,0	162,3	24,6	161,2	-2,1	229,7	72,9	22,9	-88,3	18,3	72,9	22,9	161,2	-2,1	319,6	
35,0	1	99965,0	1	99964,0	21,6	159,8	-2,0	2000	NaN	NaN	C	236	72,0	71,7	57	59,3542401	24,7113891	6619813,38	1050921,47	72,9	318,6	False	NaN	155,2	_	65	NaN	_	NaN	NaN	_	NaN	72,9	21,6	-86,9	18,9	72,9	21,6	159,8	-2,0	318,6	72,9	20,2	-86,9	20,2	-12,2	20,2	159,8	-2,1	148,0	72,9	21,6	-86,9	18,9	72,9	21,6	159,8	-2,1	318,6	67,0	47,2	-82,8	43,1	-179,9	0,0	149,8	-2,1	0,0	72,9	11,7	-86,9	10,5	161,4	22,4	159,8	-2,0	224,1	72,9	21,6	-86,9	18,9	72,9	21,6	159,8	-2,0	318,6	
36,0	1	99964,0	1	99963,0	22,8	156,5	-2,2	2000	NaN	NaN	C	243	72,0	71,7	56	59,3542413	24,7113899	6619813,52	1050921,50	70,3	328,1	False	NaN	155,3	_	66	NaN	_	NaN	NaN	_	NaN	70,3	22,8	-86,2	19,4	70,3	22,8	156,5	-2,2	328,1	70,3	20,3	-86,2	20,3	-22,3	20,3	156,5	-2,3	141,0	70,3	23,3	-86,2	20,1	70,3	23,3	156,5	-2,3	347,3	69,5	49,2	-78,8	44,6	-179,5	0,0	148,3	-2,3	0,0	70,3	12,5	-86,2	10,9	163,4	24,3	156,5	-2,2	236,0	70,3	22,8	-86,2	19,4	70,3	22,8	156,5	-2,2	328,1	
37,0	1	99963,0	1	99962,0	22,8	165,7	-2,2	2000	NaN	NaN	C	250	72,0	71,7	56	59,3542425	24,7113908	6619813,66	1050921,53	76,9	324,7	False	NaN	153,4	_	65	NaN	_	NaN	NaN	_	NaN	76,9	22,8	-88,8	18,7	76,9	22,8	165,7	-2,2	324,7	74,2	19,5	-93,7	19,5	-22,3	19,5	167,9	-2,4	153,9	74,2	23,6	-88,8	19,6	74,2	23,6	163,0	-2,4	352,5	67,7	48,4	-83,4	42,9	-179,5	0,0	151,1	-2,4	0,0	74,2	12,5	-88,8	10,3	160,6	24,5	163,0	-2,2	234,9	76,9	22,8	-88,8	18,7	76,9	22,8	165,7	-2,2	324,7	
38,0	1	99962,0	1	99961,0	23,1	155,0	-2,6	2000	NaN	NaN	C	257	72,0	71,7	56	59,3542437	24,7113916	6619813,80	1050921,56	70,3	338,0	False	NaN	154,3	_	66	NaN	_	NaN	NaN	_	NaN	70,3	23,1	-84,7	18,2	70,3	23,1	155,0	-2,6	338,0	70,3	19,5	-84,7	19,5	-22,3	19,5	155,0	-2,8	136,7	70,3	24,0	-84,7	19,2	70,3	24,0	155,0	-2,8	365,1	69,7	50,0	-81,3	43,7	-180,0	0,0	151,0	-2,8	0,0	70,3	12,5	-84,7	9,6	161,8	25,1	155,0	-2,6	237,0	70,3	23,1	-84,7	18,2	70,3	23,1	155,0	-2,6	338,0	
39,0	1	99961,0	1	99960,0	23,7	163,6	-2,4	2000	NaN	NaN	C	264	72,0	71,7	57	59,3542449	24,7113925	6619813,94	1050921,58	74,9	330,7	False	NaN	155,3	_	67	NaN	_	NaN	NaN	_	NaN	74,9	23,7	-88,7	17,5	74,9	23,7	163,6	-2,4	330,7	69,0	20,1	-91,6	20,1	-14,6	20,1	160,6	-2,6	150,6	74,9	24,0	-88,7	17,8	74,9	24,0	163,6	-2,6	339,3	65,7	49,4	-77,3	42,2	-179,4	0,0	143,0	-2,6	0,0	74,9	13,1	-88,7	9,2	160,6	25,1	163,6	-2,4	231,3	74,9	23,7	-88,7	17,5	74,9	23,7	163,6	-2,4	330,7	
40,0	1	99960,0	1	99959,0	23,1	165,1	-2,2	2000	NaN	NaN	C	271	72,0	71,7	57	59,3542449	24,7113925	6619813,94	1050921,58	74,9	332,4	False	NaN	155,7	_	65	NaN	_	NaN	NaN	_	NaN	74,9	23,1	-90,2	18,8	74,9	23,1	165,1	-2,2	332,4	72,2	19,7	-90,2	19,7	-7,5	19,7	162,4	-2,4	147,3	74,9	24,3	-88,2	20,0	74,9	24,3	163,1	-2,4	371,1	68,9	49,6	-80,7	44,5	-179,2	0,0	149,6	-2,4	0,0	74,9	12,9	-88,2	10,0	161,2	24,9	163,1	-2,2	233,7	74,9	23,1	-90,2	18,8	74,9	23,1	165,1	-2,2	332,4	
41,0	1	99959,0	1	99958,0	22,4	159,8	-2,0	2000	NaN	NaN	C	278	72,0	71,7	57	59,3542461	24,7113933	6619814,08	1050921,61	72,2	320,6	False	NaN	154,8	_	67	NaN	_	NaN	NaN	_	NaN	72,2	22,4	-87,6	18,4	72,2	22,4	159,8	-2,0	320,6	72,2	19,8	-87,6	19,8	-11,6	19,8	159,8	-2,2	141,7	72,2	22,8	-87,6	18,9	72,2	22,8	159,8	-2,2	335,6	71,5	48,3	-78,0	43,4	-179,8	0,0	149,6	-2,2	0,0	72,2	12,5	-87,6	9,9	164,9	23,6	159,8	-2,0	229,6	72,2	22,4	-87,6	18,4	72,2	22,4	159,8	-2,0	320,6	
42,0	1	99958,0	1	99957,0	22,1	162,4	-2,3	2000	NaN	NaN	C	285	72,0	71,7	56	59,3542473	24,7113942	6619814,22	1050921,64	74,9	321,3	False	NaN	154,8	_	66	NaN	_	NaN	NaN	_	NaN	74,9	22,1	-87,6	18,9	74,9	22,1	162,4	-2,3	321,3	74,9	19,3	-87,6	19,3	-15,2	19,3	162,4	-2,4	142,8	74,9	23,1	-87,6	20,0	74,9	23,1	162,4	-2,4	355,9	72,9	48,3	-80,0	44,5	-179,4	0,0	152,9	-2,4	0,0	74,9	12,1	-87,6	10,4	161,4	23,8	162,4	-2,3	231,3	74,9	22,1	-87,6	18,9	74,9	22,1	162,4	-2,3	321,3	
43,0	1	99957,0	1	99956,0	23,2	159,7	-2,3	2000	NaN	NaN	C	292	72,0	71,7	56	59,3542485	24,7113950	6619814,36	1050921,67	72,3	332,1	False	NaN	153,8	_	65	NaN	_	NaN	NaN	_	NaN	72,3	23,2	-87,4	18,7	72,3	23,2	159,7	-2,3	332,1	72,3	19,8	-87,4	19,8	-15,1	19,8	159,7	-2,5	146,2	72,3	24,1	-87,4	19,8	72,3	24,1	159,7	-2,5	363,9	71,6	49,0	-80,7	44,2	-179,4	0,0	152,3	-2,5	0,0	72,3	12,8	-87,4	10,0	159,6	25,0	159,7	-2,3	232,2	72,3	23,2	-87,4	18,7	72,3	23,2	159,7	-2,3	332,1	
44,0	1	99956,0	1	99955,0	23,7	162,4	-2,7	2000	NaN	NaN	C	298	72,0	71,7	56	59,3542497	24,7113959	6619814,50	1050921,70	70,3	343,1	False	NaN	154,8	_	65	NaN	_	NaN	NaN	_	NaN	70,3	23,7	-92,1	18,2	70,3	23,7	162,4	-2,7	343,1	67,1	19,1	-92,1	19,1	-14,6	19,1	159,1	-2,9	138,7	70,3	25,4	-91,4	19,9	70,3	25,4	161,6	-2,9	397,0	66,4	51,5	-79,8	44,0	-179,9	0,0	146,2	-2,9	0,0	67,1	13,0	-91,4	9,5	162,6	26,5	158,4	-2,7	235,3	70,3	23,7	-92,1	18,2	70,3	23,7	162,4	-2,7	343,1	
45,0	1	99955,0	1	99954,0	23,3	163,7	-2,4	2000	NaN	NaN	C	305	72,0	71,7	57	59,3542509	24,7113967	6619814,64	1050921,73	75,0	329,4	False	NaN	155,2	_	65	NaN	_	NaN	NaN	_	NaN	75,0	23,3	-88,8	17,9	75,0	23,3	163,7	-2,4	329,4	75,0	19,8	-88,8	19,8	-12,2	19,8	163,7	-2,6	150,4	75,0	23,7	-83,3	18,4	75,0	23,7	158,3	-2,6	344,3	71,0	48,8	-81,4	43,0	-179,2	0,0	152,4	-2,6	0,0	75,0	12,8	-88,8	9,5	161,5	24,8	163,7	-2,4	230,9	75,0	23,3	-88,8	17,9	75,0	23,3	163,7	-2,4	329,4	
46,0	1	99954,0	1	99953,0	24,1	160,3	-2,2	2000	NaN	NaN	C	312	72,0	71,7	57	59,3542521	24,7113976	6619814,78	1050921,76	74,2	342,8	False	NaN	155,2	_	66	NaN	_	NaN	NaN	_	NaN	74,2	24,1	-86,1	19,4	74,2	24,1	160,3	-2,2	342,8	74,2	20,4	-86,1	20,4	-18,7	20,4	160,3	-2,4	147,5	74,2	25,0	-86,1	20,6	74,2	25,0	160,3	-2,4	377,5	69,0	50,0	-78,8	44,8	-179,5	0,0	147,8	-2,4	0,0	74,2	13,1	-86,1	10,7	160,4	26,2	160,3	-2,2	236,3	74,2	24,1	-86,1	19,4	74,2	24,1	160,3	-2,2	342,8	
47,0	1	99953,0	1	99952,0	22,5	157,0	-2,2	2000	NaN	NaN	C	319	72,0	71,7	57	59,3542533	24,7113984	6619814,92	1050921,78	72,9	327,2	False	NaN	155,3	_	67	NaN	_	NaN	NaN	_	NaN	72,9	22,5	-84,1	18,3	72,9	22,5	157,0	-2,2	327,2	72,9	19,5	-84,8	19,5	-7,5	19,5	157,7	-2,4	137,4	72,9	23,4	-84,1	19,3	72,9	23,4	157,0	-2,4	356,7	67,6	48,2	-78,2	44,1	-179,5	0,0	145,8	-2,4	0,0	72,9	12,3	-84,1	9,8	160,4	24,4	157,0	-2,2	230,1	72,9	22,5	-84,1	18,3	72,9	22,5	157,0	-2,2	327,2	
48,0	1	99952,0	1	99951,0	23,4	163,7	-2,3	2000	NaN	NaN	C	326	72,0	71,7	57	59,3542545	24,7113992	6619815,06	1050921,81	76,9	337,2	False	NaN	154,3	_	66	NaN	_	NaN	NaN	_	NaN	76,9	23,4	-86,7	18,8	76,9	23,4	163,7	-2,3	337,2	72,9	20,1	-86,7	20,1	-9,8	20,1	159,6	-2,5	146,4	76,9	24,3	-86,0	19,8	76,9	24,3	162,9	-2,5	368,1	72,2	49,2	-78,0	44,2	-179,4	0,0	150,2	-2,5	0,0	76,3	12,6	-86,7	10,2	163,1	25,4	163,1	-2,3	229,5	76,9	23,4	-86,7	18,8	76,9	23,4	163,7	-2,3	337,2	
49,0	1	99951,0	1	99950,0	22,8	166,3	-2,5	2000	NaN	NaN	C	333	72,0	71,7	56	59,3542557	24,7114001	6619815,20	1050921,84	78,2	338,6	False	NaN	152,9	_	65	NaN	_	NaN	NaN	_	NaN	78,2	22,8	-88,1	19,1	78,2	22,8	166,3	-2,5	338,6	69,0	20,0	-88,8	20,0	-12,8	20,0	157,8	-2,6	146,0	78,2	23,5	-88,1	20,0	78,2	23,5	166,3	-2,6	365,6	68,4	48,8	-80,7	44,1	-179,6	0,0	149,1	-2,6	0,0	71,6	12,1	-88,1	10,3	159,5	24,5	159,7	-2,5	232,7	78,2	22,8	-88,1	19,1	78,2	22,8	166,3	-2,5	338,6	
50,0	1	99950,0	1	99949,0	23,6	160,3	-2,9	2000	NaN	NaN	C	340	72,0	71,7	56	59,3542570	24,7114009	6619815,34	1050921,87	71,7	360,5	False	NaN	154,8	_	66	NaN	_	NaN	NaN	_	NaN	71,7	23,6	-88,6	19,8	71,7	23,6	160,3	-2,9	360,5	71,7	19,4	-88,6	19,4	-11,0	19,4	160,3	-3,1	141,8	71,7	26,1	-87,8	22,4	71,7	26,1	159,5	-3,1	442,1	65,1	52,1	-81,9	47,0	-179,6	0,0	147,0	-3,1	0,0	71,7	13,2	-87,8	9,8	161,0	26,2	159,5	-2,9	241,6	71,7	23,6	-88,6	19,8	71,7	23,6	160,3	-2,9	360,5	
51,0	1	99949,0	1	99948,0	22,8	162,3	-2,6	2000	NaN	NaN	C	347	72,0	71,7	57	59,3542582	24,7114018	6619815,48	1050921,90	71,6	344,9	False	NaN	154,8	_	66	NaN	_	NaN	NaN	_	NaN	71,6	22,8	-90,7	20,0	71,6	22,8	162,3	-2,6	344,9	71,0	20,3	-90,7	20,3	-18,7	20,3	161,7	-2,7	150,6	71,6	23,8	-90,7	21,1	71,6	23,8	162,3	-2,7	378,4	71,0	49,6	-84,0	45,2	-179,5	0,0	155,0	-2,7	0,0	71,0	12,3	-90,7	10,8	160,6	24,5	161,7	-2,6	234,8	71,6	22,8	-90,7	20,0	71,6	22,8	162,3	-2,6	344,9	
52,0	1	99948,0	1	99947,0	22,8	159,3	-2,4	2000	NaN	NaN	C	361	72,0	71,7	57	59,3542606	24,7114035	6619815,76	1050921,95	72,9	333,4	False	NaN	154,8	_	66	NaN	_	NaN	NaN	_	NaN	72,9	22,8	-86,4	18,1	72,9	22,8	159,3	-2,4	333,4	70,9	19,3	-88,5	19,3	-13,1	19,3	159,4	-2,5	142,7	72,9	23,8	-84,0	19,2	72,9	23,8	156,9	-2,5	367,3	65,0	49,1	-78,6	43,8	-179,5	0,0	143,7	-2,5	0,0	72,9	12,2	-88,5	9,7	162,6	25,0	161,3	-2,4	236,4	72,9	22,8	-86,4	18,1	72,9	22,8	159,3	-2,4	333,4	
53,0	1	99947,0	1	99946,0	22,8	161,7	-2,5	2000	NaN	NaN	C	410	72,0	71,7	56	59,3542690	24,7114094	6619816,74	1050922,15	74,3	335,7	False	NaN	154,4	_	66	NaN	_	NaN	NaN	_	NaN	74,3	22,8	-86,8	19,0	74,3	22,8	161,7	-2,5	335,7	71,0	20,2	-86,8	20,2	-12,2	20,2	159,7	-2,6	150,0	72,9	23,7	-86,8	19,4	72,9	23,7	160,4	-2,6	363,5	69,1	48,3	-78,7	43,2	-179,4	0,0	148,9	-2,6	0,0	72,9	12,1	-86,8	10,1	160,6	24,8	160,4	-2,5	235,1	74,3	22,8	-86,8	19,0	74,3	22,8	161,7	-2,5	335,7	
54,0	1	99946,0	1	99945,0	23,2	161,5	-2,5	2000	NaN	NaN	C	458	72,0	71,7	56	59,3542774	24,7114154	6619817,72	1050922,35	75,0	339,9	False	NaN	154,6	_	66	NaN	_	NaN	NaN	_	NaN	75,0	23,2	-86,8	19,0	75,0	23,2	161,5	-2,5	339,9	75,0	20,1	-86,8	20,1	-12,7	20,1	160,9	-2,7	153,2	75,0	24,0	-86,0	19,9	75,0	24,0	161,0	-2,7	368,4	68,9	49,0	-79,4	44,0	-179,6	0,0	148,1	-2,7	0,0	75,0	12,6	-86,8	10,3	161,6	25,1	160,9	-2,5	236,1	75,0	23,2	-86,8	19,0	75,0	23,2	161,5	-2,5	339,9	
55,0	1	99945,0	1	99944,0	22,9	161,6	-2,5	2000	NaN	NaN	C	520	72,1	71,7	56	59,3542870	24,7114222	6619818,84	1050922,58	75,5	336,2	False	NaN	154,3	_	66	NaN	_	NaN	NaN	_	NaN	75,5	22,9	-86,1	19,3	75,5	22,9	161,6	-2,5	336,2	75,5	19,9	-87,9	19,9	-12,8	19,9	160,2	-2,6	156,8	75,5	23,9	-85,9	20,0	75,5	23,9	160,2	-2,6	371,9	69,5	48,7	-78,7	44,4	-179,5	0,0	147,4	-2,6	0,0	75,5	12,5	-86,1	10,5	160,9	24,8	161,0	-2,5	234,9	75,5	22,9	-86,1	19,3	75,5	22,9	161,6	-2,5	336,2	
56,0	1	99944,0	1	99943,0	22,4	158,9	-2,4	2000	NaN	NaN	C	569	72,1	71,7	57	59,3542954	24,7114281	6619819,82	1050922,78	73,6	323,5	False	NaN	154,3	_	66	NaN	_	NaN	NaN	_	NaN	73,6	22,4	-85,2	19,0	73,6	22,4	158,9	-2,4	323,5	73,6	19,5	-85,2	19,5	-9,8	19,5	158,9	-2,5	136,2	73,6	23,5	-85,2	20,2	73,6	23,5	158,9	-2,5	361,6	69,5	48,4	-79,4	44,4	-179,3	0,0	148,9	-2,5	0,0	73,6	12,4	-85,2	10,7	161,2	24,4	158,9	-2,4	231,3	73,6	22,4	-85,2	19,0	73,6	22,4	158,9	-2,4	323,5	
57,0	1	99943,0	1	99942,0	22,3	158,5	-2,4	2000	NaN	NaN	C	610	72,1	71,7	57	59,3543027	24,7114333	6619820,66	1050922,95	74,6	328,2	False	NaN	154,2	_	66	NaN	_	NaN	NaN	_	NaN	74,6	22,3	-84,0	19,3	74,6	22,3	158,5	-2,4	328,2	73,8	19,9	-84,0	19,9	-9,2	19,9	158,2	-2,4	142,0	73,8	23,0	-83,3	20,3	73,8	23,0	157,2	-2,4	360,0	68,9	47,9	-76,7	45,1	-179,3	0,0	144,6	-2,4	0,0	73,8	12,1	-84,0	10,7	161,8	23,8	158,2	-2,4	232,4	74,6	22,3	-84,0	19,3	74,6	22,3	158,5	-2,4	328,2	
