ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99099_felt2___20260313-145715.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-145715

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:57:15
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 899
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99099,9405956182
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 900	: 1	: 	: 93	: 1	: 99099	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
26,0	1	99974,0	1	99973,0	24,1	167,7	-2,5	2000	NaN	NaN	C	153	74,9	71,8	56	59,3542453	24,7113988	6619814,03	1050921,94	81,7	334,3	False	NaN	158,1	_	66	NaN	_	NaN	NaN	_	NaN	81,7	24,1	-86,0	17,4	81,7	24,1	167,7	-2,5	334,3	77,0	19,7	-86,6	19,7	-8,6	19,7	163,7	-2,7	153,1	81,0	24,7	-84,6	18,2	81,0	24,7	165,6	-2,7	357,9	72,9	49,5	-74,6	43,3	-179,0	0,0	147,5	-2,7	0,0	81,0	12,8	-86,0	9,4	165,1	26,3	167,0	-2,5	235,8	81,7	24,1	-86,0	17,4	81,7	24,1	167,7	-2,5	334,3	
27,0	1	99973,0	1	99972,0	22,9	163,0	-2,3	2000	NaN	NaN	C	160	74,9	71,8	57	59,3542465	24,7113997	6619814,18	1050921,97	80,9	325,5	False	NaN	159,0	_	66	NaN	_	NaN	NaN	_	NaN	80,9	22,9	-82,0	17,6	80,9	22,9	163,0	-2,3	325,5	76,2	19,4	-82,0	19,4	-9,2	19,4	158,2	-2,5	142,1	80,9	23,3	-82,0	18,1	80,9	23,3	163,0	-2,5	341,3	72,9	48,7	-79,4	43,1	-179,7	0,0	152,3	-2,5	0,0	80,9	12,2	-82,0	9,5	165,7	24,7	163,0	-2,3	222,0	80,9	22,9	-82,0	17,6	80,9	22,9	163,0	-2,3	325,5	
28,0	1	99972,0	1	99971,0	23,0	166,9	-2,2	2000	NaN	NaN	C	167	74,9	71,8	56	59,3542478	24,7114006	6619814,32	1050922,00	80,2	323,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,2	23,0	-86,7	18,1	80,2	23,0	166,9	-2,2	323,9	80,2	19,1	-87,6	19,1	-12,8	19,1	167,8	-2,4	150,2	80,2	24,1	-86,7	19,3	80,2	24,1	166,9	-2,4	362,7	72,2	49,8	-78,8	44,7	-179,9	0,0	151,0	-2,4	0,0	80,2	12,7	-86,7	9,9	162,9	25,0	166,9	-2,2	225,8	80,2	23,0	-86,7	18,1	80,2	23,0	166,9	-2,2	323,9	
29,0	1	99971,0	1	99970,0	22,4	158,9	-2,1	2000	NaN	NaN	C	174	74,9	71,8	57	59,3542490	24,7114015	6619814,47	1050922,03	75,4	319,4	False	NaN	158,4	_	66	NaN	_	NaN	NaN	_	NaN	75,4	22,4	-83,5	17,9	75,4	22,4	158,9	-2,1	319,4	75,4	19,2	-83,5	19,2	-8,1	19,2	158,9	-2,2	133,5	75,4	23,3	-83,5	18,9	75,4	23,3	158,9	-2,2	348,1	72,8	48,2	-75,6	44,1	179,0	0,1	148,4	-2,2	0,0	75,4	12,2	-83,5	10,0	165,5	24,5	158,9	-2,1	223,0	75,4	22,4	-83,5	17,9	75,4	22,4	158,9	-2,1	319,4	
30,0	1	99970,0	1	99969,0	23,2	161,0	-2,2	2000	NaN	NaN	C	180	74,9	71,8	57	59,3542503	24,7114024	6619814,62	1050922,06	77,5	328,1	False	NaN	158,6	_	66	NaN	_	NaN	NaN	_	NaN	77,5	23,2	-83,5	18,5	77,5	23,2	161,0	-2,2	328,1	77,5	19,6	-83,5	19,6	-12,8	19,6	161,0	-2,4	140,8	77,5	24,3	-80,9	19,8	77,5	24,3	158,4	-2,4	364,6	71,5	49,7	-75,5	45,3	179,0	0,0	146,9	-2,4	0,0	77,5	12,7	-83,5	10,4	165,5	25,5	161,0	-2,2	228,9	77,5	23,2	-83,5	18,5	77,5	23,2	161,0	-2,2	328,1	
31,0	1	99969,0	1	99968,0	22,7	162,2	-2,3	2000	NaN	NaN	C	187	74,9	71,8	56	59,3542515	24,7114033	6619814,76	1050922,09	78,8	328,7	False	NaN	157,1	_	64	NaN	_	NaN	NaN	_	NaN	78,8	22,7	-83,4	19,3	78,8	22,7	162,2	-2,3	328,7	78,8	19,9	-83,4	19,9	-9,8	19,9	162,2	-2,4	146,0	78,8	23,7	-83,4	20,4	78,8	23,7	162,2	-2,4	363,2	72,1	48,9	-75,5	45,5	-179,5	0,0	147,6	-2,4	0,0	78,8	12,3	-83,4	10,8	167,5	24,7	162,2	-2,3	225,0	78,8	22,7	-83,4	19,3	78,8	22,7	162,2	-2,3	328,7	
32,0	1	99968,0	1	99967,0	23,3	155,7	-2,6	2000	NaN	NaN	C	194	74,9	71,8	56	59,3542528	24,7114042	6619814,91	1050922,12	77,6	329,7	False	NaN	157,6	_	66	NaN	_	NaN	NaN	_	NaN	77,6	23,3	-78,0	17,4	77,6	23,3	155,7	-2,6	329,7	74,9	19,0	-86,0	19,0	-7,5	19,0	160,9	-2,9	139,5	77,6	24,5	-77,3	18,9	77,6	24,5	154,9	-2,9	370,3	69,5	50,4	-77,3	44,6	-179,3	0,0	146,8	-2,9	0,0	77,6	12,7	-78,0	9,3	165,3	25,8	155,7	-2,6	233,9	77,6	23,3	-78,0	17,4	77,6	23,3	155,7	-2,6	329,7	
33,0	1	99967,0	1	99966,0	23,0	160,3	-2,4	2000	NaN	NaN	C	201	74,9	71,8	57	59,3542540	24,7114050	6619815,05	1050922,15	76,8	324,3	False	NaN	158,6	_	67	NaN	_	NaN	NaN	_	NaN	76,8	23,0	-83,5	17,8	76,8	23,0	160,3	-2,4	324,3	76,8	20,0	-83,5	20,0	-14,0	20,0	160,3	-2,5	147,0	76,8	23,0	-83,5	17,8	76,8	23,0	160,3	-2,5	325,1	70,2	48,2	-76,7	42,8	-179,8	0,0	146,9	-2,5	0,0	76,8	12,3	-83,5	9,9	165,0	24,6	160,3	-2,4	224,8	76,8	23,0	-83,5	17,8	76,8	23,0	160,3	-2,4	324,3	
34,0	1	99966,0	1	99965,0	22,6	169,7	-2,3	2000	NaN	NaN	C	208	74,9	71,8	57	59,3542553	24,7114059	6619815,20	1050922,18	84,8	329,6	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	84,8	22,6	-84,8	18,7	84,8	22,6	169,7	-2,3	329,6	78,7	19,2	-86,9	19,2	-9,9	19,2	165,7	-2,4	149,7	78,7	23,7	-84,8	20,0	78,7	23,7	163,6	-2,4	372,2	72,8	48,5	-75,3	45,1	-179,7	0,0	148,1	-2,4	0,0	78,7	12,1	-84,8	10,2	164,8	24,7	163,6	-2,3	234,2	84,8	22,6	-84,8	18,7	84,8	22,6	169,7	-2,3	329,6	
35,0	1	99965,0	1	99964,0	22,3	163,0	-2,2	2000	NaN	NaN	C	215	74,9	71,8	57	59,3542565	24,7114068	6619815,34	1050922,21	78,8	345,6	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	78,8	22,3	-84,2	20,4	78,8	22,3	163,0	-2,2	345,6	78,1	19,9	-84,2	19,9	-13,4	19,9	162,3	-2,2	148,2	78,8	23,6	-84,2	21,9	78,8	23,6	163,0	-2,2	391,2	72,2	48,9	-76,2	46,2	-179,9	0,0	148,4	-2,2	0,0	78,8	11,9	-84,2	11,1	165,6	24,1	163,0	-2,2	231,0	78,8	22,3	-84,2	20,4	78,8	22,3	163,0	-2,2	345,6	
36,0	1	99964,0	1	99963,0	22,6	160,3	-2,4	2000	NaN	NaN	C	222	74,9	71,8	56	59,3542578	24,7114077	6619815,49	1050922,24	76,8	347,6	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	76,8	22,6	-83,5	19,7	76,8	22,6	160,3	-2,4	347,6	76,8	18,9	-83,5	18,9	-12,8	18,9	160,3	-2,5	134,8	76,8	24,7	-83,5	22,2	76,8	24,7	160,3	-2,5	421,8	70,8	50,3	-74,0	47,3	-179,3	0,0	144,8	-2,5	0,0	76,8	12,1	-83,5	10,6	164,8	25,3	160,3	-2,4	233,0	76,8	22,6	-83,5	19,7	76,8	22,6	160,3	-2,4	347,6	
37,0	1	99963,0	1	99962,0	23,2	165,6	-2,4	2000	NaN	NaN	C	229	74,9	71,8	56	59,3542590	24,7114086	6619815,63	1050922,27	79,5	343,4	False	NaN	156,7	_	64	NaN	_	NaN	NaN	_	NaN	79,5	23,2	-86,1	19,1	79,5	23,2	165,6	-2,4	343,4	75,5	19,9	-86,1	19,9	-8,1	19,9	161,6	-2,5	153,3	79,5	24,3	-86,1	20,2	79,5	24,3	165,6	-2,5	380,9	66,9	49,2	-76,0	44,2	-179,6	0,0	142,9	-2,5	0,0	79,5	12,1	-86,1	10,4	163,8	25,5	165,6	-2,4	240,6	79,5	23,2	-86,1	19,1	79,5	23,2	165,6	-2,4	343,4	
38,0	1	99962,0	1	99961,0	24,7	162,8	-2,7	2000	NaN	NaN	C	236	74,9	71,8	56	59,3542603	24,7114095	6619815,78	1050922,30	80,2	347,8	False	NaN	157,1	_	65	NaN	_	NaN	NaN	_	NaN	80,2	24,7	-82,5	17,7	80,2	24,7	162,8	-2,7	347,8	78,2	19,5	-82,5	19,5	-9,3	19,5	160,7	-2,9	149,6	78,2	26,0	-81,9	19,3	78,2	26,0	160,1	-2,9	394,6	70,9	51,4	-73,3	44,6	-179,0	0,0	144,3	-2,9	0,0	78,2	13,2	-82,5	9,2	167,8	27,6	160,7	-2,7	239,5	80,2	24,7	-82,5	17,7	80,2	24,7	162,8	-2,7	347,8	
39,0	1	99961,0	1	99960,0	24,2	158,9	-2,4	2000	NaN	NaN	C	243	74,9	71,8	56	59,3542615	24,7114103	6619815,93	1050922,32	77,5	336,3	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	77,5	24,2	-81,4	17,6	77,5	24,2	158,9	-2,4	336,3	77,5	20,5	-88,8	20,5	-9,3	20,5	166,3	-2,6	166,7	77,5	24,4	-81,4	17,8	77,5	24,4	158,9	-2,6	342,5	74,2	49,2	-74,8	43,1	-179,7	0,0	149,0	-2,6	0,0	77,5	13,0	-84,1	9,5	164,0	26,0	161,6	-2,4	228,7	77,5	24,2	-81,4	17,6	77,5	24,2	158,9	-2,4	336,3	
40,0	1	99960,0	1	99959,0	23,7	159,5	-2,2	2000	NaN	NaN	C	250	74,9	71,8	56	59,3542628	24,7114112	6619816,07	1050922,35	77,4	353,7	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	77,4	23,7	-82,1	19,7	77,4	23,7	159,5	-2,2	353,7	77,4	20,7	-82,1	20,7	-13,3	20,7	159,5	-2,3	157,4	77,4	24,4	-82,1	20,6	77,4	24,4	159,5	-2,3	379,5	68,2	49,2	-74,7	45,5	-179,9	0,0	143,0	-2,3	0,0	77,4	12,4	-82,1	10,7	163,7	25,5	159,5	-2,2	236,9	77,4	23,7	-82,1	19,7	77,4	23,7	159,5	-2,2	353,7	
41,0	1	99959,0	1	99958,0	23,3	162,9	-2,1	2000	NaN	NaN	C	257	74,9	71,8	57	59,3542640	24,7114121	6619816,22	1050922,38	76,2	334,1	False	NaN	158,6	_	67	NaN	_	NaN	NaN	_	NaN	76,2	23,3	-86,7	19,1	76,2	23,3	162,9	-2,1	334,1	76,2	20,4	-86,7	20,4	-12,1	20,4	162,9	-2,3	152,6	76,2	23,9	-86,2	19,7	76,2	23,9	162,3	-2,3	355,3	75,5	48,6	-77,4	44,2	-180,0	0,0	152,9	-2,3	0,0	76,2	12,9	-86,7	10,4	162,7	24,8	162,9	-2,1	230,7	76,2	23,3	-86,7	19,1	76,2	23,3	162,9	-2,1	334,1	
42,0	1	99958,0	1	99957,0	23,0	158,2	-2,2	2000	NaN	NaN	C	264	74,9	71,8	56	59,3542653	24,7114130	6619816,36	1050922,41	78,1	337,2	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	78,1	23,0	-80,1	19,0	78,1	23,0	158,2	-2,2	337,2	78,1	20,0	-85,4	20,0	-12,8	20,0	163,5	-2,4	157,7	78,1	23,9	-80,1	20,0	78,1	23,9	158,2	-2,4	366,3	74,1	48,8	-74,7	45,8	-179,6	0,0	148,8	-2,4	0,0	78,1	12,4	-80,1	10,3	166,6	24,9	158,2	-2,2	233,2	78,1	23,0	-80,1	19,0	78,1	23,0	158,2	-2,2	337,2	
43,0	1	99957,0	1	99956,0	23,6	161,6	-2,4	2000	NaN	NaN	C	271	75,0	71,8	56	59,3542666	24,7114139	6619816,51	1050922,44	78,8	349,8	False	NaN	156,7	_	64	NaN	_	NaN	NaN	_	NaN	78,8	23,6	-82,7	19,8	78,8	23,6	161,6	-2,4	349,8	76,9	20,9	-82,7	20,9	-7,4	20,9	159,6	-2,5	157,9	76,9	24,3	-82,7	20,6	76,9	24,3	159,6	-2,5	374,6	72,2	48,8	-73,3	45,5	-179,3	0,0	145,5	-2,5	0,0	76,9	12,6	-82,7	10,7	162,9	25,3	159,6	-2,4	233,6	78,8	23,6	-82,7	19,8	78,8	23,6	161,6	-2,4	349,8	
44,0	1	99956,0	1	99955,0	24,1	162,8	-2,7	2000	NaN	NaN	C	278	75,0	71,8	56	59,3542678	24,7114148	6619816,66	1050922,47	77,6	342,6	False	NaN	157,1	_	65	NaN	_	NaN	NaN	_	NaN	77,6	24,1	-85,3	19,2	77,6	24,1	162,8	-2,7	342,6	76,9	20,2	-88,0	20,2	-8,0	20,2	164,9	-2,8	157,4	77,6	25,3	-85,3	20,5	77,6	25,3	162,8	-2,8	385,8	70,9	51,1	-79,9	45,4	-180,0	0,0	150,9	-2,8	0,0	77,6	13,0	-85,3	10,7	164,1	26,7	162,8	-2,7	243,4	77,6	24,1	-85,3	19,2	77,6	24,1	162,8	-2,7	342,6	
45,0	1	99955,0	1	99954,0	23,1	162,2	-2,4	2000	NaN	NaN	C	285	75,0	71,8	56	59,3542691	24,7114156	6619816,80	1050922,50	80,2	317,1	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	80,2	23,1	-82,0	18,2	80,2	23,1	162,2	-2,4	317,1	80,2	19,7	-82,0	19,7	-14,0	19,7	162,2	-2,5	141,5	80,2	23,7	-82,0	18,9	80,2	23,7	162,2	-2,5	338,1	72,8	48,3	-80,0	43,7	-179,7	0,0	152,9	-2,5	0,0	80,2	12,7	-82,0	10,3	164,8	24,9	162,2	-2,4	230,4	80,2	23,1	-82,0	18,2	80,2	23,1	162,2	-2,4	317,1	
46,0	1	99954,0	1	99953,0	23,7	157,6	-2,2	2000	NaN	NaN	C	292	75,0	71,8	56	59,3542703	24,7114165	6619816,95	1050922,53	78,8	332,5	False	NaN	158,6	_	66	NaN	_	NaN	NaN	_	NaN	78,8	23,7	-78,8	19,3	78,8	23,7	157,6	-2,2	332,5	74,9	20,4	-79,4	20,4	-12,8	20,4	154,4	-2,3	134,9	78,8	24,6	-78,8	20,3	78,8	24,6	157,6	-2,3	362,5	74,9	49,6	-78,8	45,5	-179,6	0,0	153,7	-2,3	0,0	78,2	13,0	-79,4	10,9	163,9	25,7	157,6	-2,2	236,1	78,8	23,7	-78,8	19,3	78,8	23,7	157,6	-2,2	332,5	
47,0	1	99953,0	1	99952,0	23,1	157,7	-2,1	2000	NaN	NaN	C	298	75,0	71,8	57	59,3542703	24,7114165	6619816,95	1050922,53	76,9	325,2	False	NaN	158,0	_	66	NaN	_	NaN	NaN	_	NaN	76,9	23,1	-80,8	19,3	76,9	23,1	157,7	-2,1	325,2	76,9	20,5	-80,8	20,5	-12,8	20,5	157,7	-2,2	141,5	76,9	23,7	-80,8	19,9	76,9	23,7	157,7	-2,2	343,5	75,5	49,0	-76,1	45,4	-179,9	0,0	151,6	-2,2	0,0	76,9	12,7	-80,8	11,0	166,4	24,9	157,7	-2,1	236,2	76,9	23,1	-80,8	19,3	76,9	23,1	157,7	-2,1	325,2	
48,0	1	99952,0	1	99951,0	23,4	159,0	-2,2	2000	NaN	NaN	C	305	75,0	71,8	56	59,3542716	24,7114174	6619817,09	1050922,56	76,8	335,1	False	NaN	158,6	_	66	NaN	_	NaN	NaN	_	NaN	76,8	23,4	-82,1	19,1	76,8	23,4	159,0	-2,2	335,1	76,2	19,9	-89,6	19,9	-5,1	19,9	165,8	-2,4	158,2	76,8	24,9	-82,1	20,6	76,8	24,9	159,0	-2,4	382,5	72,2	49,3	-76,1	45,3	-179,8	0,0	148,4	-2,4	0,0	76,2	12,5	-82,1	10,8	164,6	26,3	158,3	-2,2	243,0	76,8	23,4	-82,1	19,1	76,8	23,4	159,0	-2,2	335,1	
49,0	1	99951,0	1	99950,0	24,4	159,6	-2,3	2000	NaN	NaN	C	312	75,0	71,8	56	59,3542728	24,7114183	6619817,24	1050922,59	78,1	338,7	False	NaN	156,7	_	65	NaN	_	NaN	NaN	_	NaN	78,1	24,4	-81,4	18,8	78,1	24,4	159,6	-2,3	338,7	78,1	20,5	-81,4	20,5	-2,7	20,5	159,6	-2,5	146,1	78,1	25,4	-81,4	20,0	78,1	25,4	159,6	-2,5	373,7	74,9	50,2	-77,3	45,2	-179,3	0,0	152,2	-2,5	0,0	78,1	13,6	-81,4	10,3	165,7	26,6	159,6	-2,3	238,4	78,1	24,4	-81,4	18,8	78,1	24,4	159,6	-2,3	338,7	
50,0	1	99950,0	1	99949,0	24,7	162,2	-2,7	2000	NaN	NaN	C	319	75,0	71,8	56	59,3542741	24,7114192	6619817,38	1050922,62	80,3	344,7	False	NaN	157,6	_	65	NaN	_	NaN	NaN	_	NaN	80,3	24,7	-81,9	18,3	80,3	24,7	162,2	-2,7	344,7	76,1	20,3	-88,7	20,3	-4,5	20,3	164,9	-2,8	160,6	80,3	25,9	-81,3	19,7	80,3	25,9	161,6	-2,8	386,3	71,7	50,8	-79,8	44,3	-180,0	0,0	151,5	-2,8	0,0	76,1	13,2	-88,7	10,0	165,1	27,6	164,9	-2,7	246,8	80,3	24,7	-81,9	18,3	80,3	24,7	162,2	-2,7	344,7	
51,0	1	99949,0	1	99948,0	23,7	168,4	-2,4	2000	NaN	NaN	C	326	75,0	71,8	56	59,3542753	24,7114201	6619817,53	1050922,65	80,2	335,3	False	NaN	157,6	_	66	NaN	_	NaN	NaN	_	NaN	80,2	23,7	-88,2	18,7	80,2	23,7	168,4	-2,4	335,3	76,8	20,6	-88,2	20,6	-9,8	20,6	165,0	-2,5	161,5	78,1	24,2	-88,2	19,2	78,1	24,2	166,3	-2,5	352,4	73,6	48,6	-81,3	42,9	-179,5	0,0	154,9	-2,5	0,0	78,1	12,8	-88,2	10,4	164,0	25,5	166,3	-2,4	228,1	80,2	23,7	-88,2	18,7	80,2	23,7	168,4	-2,4	335,3	
52,0	1	99948,0	1	99947,0	22,4	165,0	-2,1	2000	NaN	NaN	C	333	75,0	71,8	56	59,3542766	24,7114210	6619817,68	1050922,68	80,1	327,4	False	NaN	158,6	_	67	NaN	_	NaN	NaN	_	NaN	80,1	22,4	-84,9	19,6	80,1	22,4	165,0	-2,1	327,4	80,1	20,0	-84,9	20,0	-5,6	20,0	165,0	-2,2	156,9	80,1	23,3	-84,9	20,5	80,1	23,3	165,0	-2,2	357,8	70,2	48,1	-77,4	45,3	-179,7	0,0	147,6	-2,2	0,0	80,1	12,0	-84,9	11,1	162,8	24,3	165,0	-2,1	235,1	80,1	22,4	-84,9	19,6	80,1	22,4	165,0	-2,1	327,4	
53,0	1	99947,0	1	99946,0	23,0	160,3	-2,0	2000	NaN	NaN	C	340	75,0	71,8	57	59,3542778	24,7114218	6619817,82	1050922,71	80,9	326,6	False	NaN	157,6	_	66	NaN	_	NaN	NaN	_	NaN	80,9	23,0	-79,4	19,1	80,9	23,0	160,3	-2,0	326,6	78,2	20,6	-82,1	20,6	-13,3	20,6	160,3	-2,1	151,6	80,9	23,1	-79,4	19,3	80,9	23,1	160,3	-2,1	332,2	74,1	48,0	-76,1	44,7	-178,9	0,0	150,2	-2,1	0,0	80,2	12,6	-80,1	10,6	162,7	24,0	160,3	-2,0	227,8	80,9	23,0	-79,4	19,1	80,9	23,0	160,3	-2,0	326,6	
54,0	1	99946,0	1	99945,0	23,4	161,5	-2,1	2000	NaN	NaN	C	347	75,0	71,8	56	59,3542791	24,7114227	6619817,97	1050922,74	78,2	337,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,2	23,4	-83,4	19,1	78,2	23,4	161,5	-2,1	337,1	78,2	19,6	-83,4	19,6	-13,3	19,6	161,5	-2,3	146,6	78,2	24,7	-83,4	20,6	78,2	24,7	161,5	-2,3	383,4	72,3	49,7	-76,7	45,3	-179,8	0,0	149,0	-2,3	0,0	78,2	12,7	-83,4	10,5	163,8	25,7	161,5	-2,1	235,8	78,2	23,4	-83,4	19,1	78,2	23,4	161,5	-2,1	337,1	
55,0	1	99945,0	1	99944,0	23,2	157,6	-2,3	2000	NaN	NaN	C	375	75,0	71,8	56	59,3542841	24,7114260	6619818,55	1050922,84	75,6	339,6	False	NaN	157,3	_	65	NaN	_	NaN	NaN	_	NaN	75,6	23,2	-81,7	19,3	75,6	23,2	157,6	-2,3	339,6	74,2	20,4	-82,0	20,4	-8,9	20,4	155,6	-2,4	146,7	75,6	24,0	-81,7	20,3	75,6	24,0	157,6	-2,4	372,3	70,6	48,8	-77,9	45,4	-179,7	0,0	148,6	-2,4	0,0	75,6	12,2	-81,7	10,6	163,3	25,2	157,6	-2,3	232,9	75,6	23,2	-81,7	19,3	75,6	23,2	157,6	-2,3	339,6	
56,0	1	99944,0	1	99943,0	22,7	159,3	-2,2	2000	NaN	NaN	C	416	75,0	71,8	56	59,3542916	24,7114313	6619819,43	1050923,02	78,9	320,7	False	NaN	157,6	_	55	NaN	_	NaN	NaN	_	NaN	78,9	22,7	-81,4	19,0	78,9	22,7	159,3	-2,2	320,7	75,5	19,3	-81,4	19,3	-10,4	19,3	157,3	-2,3	136,7	78,8	23,8	-81,4	20,1	78,8	23,8	158,6	-2,3	365,9	71,8	49,4	-76,7	45,1	-179,6	0,0	148,8	-2,3	0,0	75,8	12,4	-81,4	10,7	165,6	24,8	157,6	-2,2	229,7	78,9	22,7	-81,4	19,0	78,9	22,7	159,3	-2,2	320,7	
57,0	1	99943,0	1	99942,0	22,4	159,7	-2,2	2000	NaN	NaN	C	465	75,1	71,8	56	59,3543004	24,7114375	6619820,45	1050923,23	78,1	329,2	False	NaN	157,7	_	57	NaN	_	NaN	NaN	_	NaN	78,1	22,4	-81,6	19,3	78,1	22,4	159,7	-2,2	329,2	76,8	19,7	-82,8	19,7	-12,2	19,7	159,6	-2,3	148,5	78,1	23,3	-81,5	20,4	78,1	23,3	159,7	-2,3	364,6	72,1	47,7	-75,5	45,0	-179,4	0,0	147,4	-2,3	0,0	77,4	12,0	-81,6	10,7	164,7	24,2	159,7	-2,2	231,3	78,1	22,4	-81,6	19,3	78,1	22,4	159,7	-2,2	329,2	
